,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
99,CONV_2D,703,369664.0,0.029755207,0.00028043016,0.13334417,0.0008855011,0.09930326,-1,model_1/bnorm_56/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_56/Conv2D,25.322331300000002,0.2996615671585669
100,LEAKY_RELU,707,369664.0,0.016091106,-0.0033000729,0.03351891,0.00026992813,0.054926578,-105,model_1/leaky_56/LeakyRelu,14.00627739,0.2991172988265759
101,CONV_2D,711,739328.0,0.041326705,-0.0005223117,0.14237358,0.0017081901,0.1414455,6,model_1/bnorm_57/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_57/Conv2D,36.0686025,0.2921991613130173
102,LEAKY_RELU,715,739328.0,0.021267466,-0.0101041505,0.046440817,0.00055444,0.07472987,-103,model_1/leaky_57/LeakyRelu,19.056116850000002,0.3150888612690387
103,ADD,719,739328.0,0.035798497,-0.0046194713,0.06735838,0.001303247,0.1246283,-90,model_1/add_18/add,31.780216499999998,0.2896654488726606
104,CONV_2D,723,369664.0,0.029312093,0.00032746786,0.12666997,0.0008593341,0.09866421,-11,model_1/bnorm_59/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_59/Conv2D,25.15937355,0.29711281221277946
105,LEAKY_RELU,727,369664.0,0.01710352,-0.0055877445,0.03605014,0.00032402438,0.058059957,-108,model_1/leaky_59/LeakyRelu,14.805289035000001,0.3100360065627155
106,CONV_2D,731,739328.0,0.046343986,0.00020215628,0.19420522,0.0021478757,0.15700692,-7,model_1/bnorm_60/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_60/Conv2D,40.0367646,0.2951792182178674
107,LEAKY_RELU,735,739328.0,0.026527941,-0.010488388,0.054758925,0.0008141181,0.089818716,-107,model_1/leaky_60/LeakyRelu,22.903772580000002,0.3176704826390238
108,ADD,739,739328.0,0.044730715,-0.0036027583,0.07875115,0.002014283,0.15615034,-95,model_1/add_19/add,39.818336699999996,0.2874202147349944
109,PAD,743,778752.0,0.0,0.0,0.0,0.0,0.15615034,-95,model_1/zero_padding2d_5/Pad,39.818336699999996,0.0
110,CONV_2D,747,369664.0,0.03911637,-3.708406e-05,0.119170405,0.001530103,0.13415612,-9,model_1/bnorm_62/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_62/Conv2D,34.2098106,0.29157470439879035
111,LEAKY_RELU,751,369664.0,0.022916734,-0.009751855,0.04848623,0.00062030356,0.07758172,-107,model_1/leaky_62/LeakyRelu,19.7833386,0.3210278668934144
112,CONV_2D,755,184832.0,0.048701864,0.00023908158,0.23600858,0.0023720658,0.1663279,-11,model_1/bnorm_63/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_63/Conv2D,42.4136145,0.2928183315210136
113,LEAKY_RELU,759,184832.0,0.028575232,-0.0035464827,0.059361078,0.0008297527,0.09739116,-108,model_1/leaky_63/LeakyRelu,24.8347458,0.29577046117812755
114,CONV_2D,763,369664.0,0.048980117,0.00010161214,0.21145044,0.0023992783,0.16856804,35,model_1/bnorm_64/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_64/Conv2D,42.984850200000004,0.29057956942525254
115,LEAKY_RELU,767,369664.0,0.020719849,-0.011802503,0.04387689,0.00056868885,0.071484305,-90,model_1/leaky_64/LeakyRelu,18.228497775,0.33360047283954203
116,ADD,771,369664.0,0.0113376025,-0.005663506,0.04158193,0.00016100434,0.0782487,-95,model_1/add_20/add,19.9534185,0.16215922512776776
117,CONV_2D,775,184832.0,0.047075227,0.0001632204,0.21037893,0.002216177,0.16061191,-5,model_1/bnorm_66/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_66/Conv2D,40.95603705,0.293105842204183
118,LEAKY_RELU,779,184832.0,0.027208872,-0.0058157183,0.054199263,0.0007747765,0.09071219,-106,model_1/leaky_66/LeakyRelu,23.131608449999998,0.3068474848440849
119,CONV_2D,783,369664.0,0.038270593,0.00018095253,0.15712552,0.001464696,0.1313666,-35,model_1/bnorm_67/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_67/Conv2D,33.498483,0.2913324009633767
120,LEAKY_RELU,787,369664.0,0.025773376,-0.014535583,0.054712664,0.00087556074,0.08829989,-114,model_1/leaky_67/LeakyRelu,22.516471950000003,0.33510659677377475
121,ADD,791,369664.0,0.030445607,-0.00032943545,0.04631245,0.00093155605,0.09246626,-100,model_1/add_21/add,23.5788963,0.33008151455448953
122,CONV_2D,795,184832.0,0.036672793,-9.3276845e-05,0.12476392,0.0013449459,0.1239421,48,model_1/bnorm_69/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_69/Conv2D,31.6052355,0.29589222757618683
123,LEAKY_RELU,799,184832.0,0.014960721,-0.010789176,0.03466177,0.00034029613,0.04705594,-82,model_1/leaky_69/LeakyRelu,11.9992647,0.39202526012535305
124,CONV_2D,803,369664.0,0.043880314,0.0007033231,0.14906919,0.0019259978,0.15063438,-28,model_1/bnorm_70/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_70/Conv2D,38.4117669,0.29134246411847614
125,LEAKY_RELU,807,369664.0,0.03136596,-0.013986352,0.059296183,0.0011795654,0.097433545,-113,model_1/leaky_70/LeakyRelu,24.845553974999998,0.3524946325672465
126,ADD,811,369664.0,0.018702783,-0.009337158,0.049465545,0.0004385631,0.09807838,-101,model_1/add_22/add,25.0099869,0.21352206464633028
127,CONV_2D,815,184832.0,0.03918345,0.00015989789,0.12937805,0.0015354013,0.13307753,41,model_1/bnorm_72/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_72/Conv2D,33.93477015,0.29444638076568735
128,LEAKY_RELU,819,184832.0,0.015071225,-0.0077748937,0.03323044,0.00028759774,0.053759374,-86,model_1/leaky_72/LeakyRelu,13.70864037,0.3154558107066532
129,CONV_2D,823,369664.0,0.109855615,0.0005247632,0.3320311,0.012068611,0.37922972,1,model_1/bnorm_73/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_73/Conv2D,96.7035786,0.2896851809930168
130,LEAKY_RELU,827,369664.0,0.060126357,0.0002680493,0.12700544,0.00362456,0.20661978,-104,model_1/leaky_73/LeakyRelu,52.688043900000004,0.29137732496840885
131,ADD,831,369664.0,0.062873445,0.00809795,0.10394506,0.0040215966,0.20045516,-108,model_1/add_23/add,51.1160658,0.31636032457448066
132,CONV_2D,835,184832.0,0.034666896,0.00024062276,0.13514616,0.0012019239,0.11651604,-1,model_1/bnorm_75/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_75/Conv2D,29.7115902,0.2975450773529463
133,LEAKY_RELU,839,184832.0,0.018838368,-0.0030010454,0.03832432,0.00036401802,0.06439467,-105,model_1/leaky_75/LeakyRelu,16.42064085,0.29628626522681506
134,CONV_2D,843,369664.0,0.031245816,0.00012496216,0.13692166,0.000976407,0.10666964,-18,model_1/bnorm_76/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_76/Conv2D,27.2007582,0.2929372584453253
135,LEAKY_RELU,847,369664.0,0.01936651,-0.0033782674,0.03984255,0.00038668624,0.06530876,-110,model_1/leaky_76/LeakyRelu,16.653733799999998,0.30109803489328013
136,CONV_2D,851,184832.0,0.029564418,0.00014224922,0.0964932,0.0008740881,0.10134108,5,model_1/bnorm_77/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_77/Conv2D,25.8419754,0.29173737811081835
137,LEAKY_RELU,855,184832.0,0.016747307,-0.0034316825,0.033418883,0.00029230252,0.05368741,-103,model_1/leaky_77/LeakyRelu,13.69028955,0.31845188697130034
138,CONV_2D,859,369664.0,0.03096128,-6.402307e-05,0.10021829,0.0009586125,0.10629642,-25,model_1/bnorm_78/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_78/Conv2D,27.1055871,0.2912747954112942
139,LEAKY_RELU,863,369664.0,0.020262634,-0.003521424,0.040809646,0.0004231154,0.067562096,-112,model_1/leaky_78/LeakyRelu,17.22833448,0.30445723708586586
