,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
96,CONV_2D,691,739328.0,0.07213528,-0.00062979874,0.21678539,0.005203921,0.24697523,11,model_1/bnorm_54/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_54/Conv2D,62.97868365,0.2920868122261565
97,LEAKY_RELU,695,739328.0,0.036928292,-0.020327117,0.07794487,0.0017777457,0.12540418,-101,model_1/leaky_54/LeakyRelu,31.9780659,0.3362194285566257
98,ADD,699,739328.0,0.038834967,0.0016128821,0.075171836,0.0015108039,0.13316172,-96,model_1/add_17/add,33.956238600000006,0.29189365352992946
99,CONV_2D,703,369664.0,0.030907929,0.00023305995,0.1319636,0.0009554123,0.10289892,0,model_1/bnorm_56/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_56/Conv2D,26.2392246,0.30038939590644037
100,LEAKY_RELU,707,369664.0,0.016486185,-0.0030459864,0.03169703,0.00028113226,0.05654824,-105,model_1/leaky_56/LeakyRelu,14.4198012,0.29650788663282956
101,CONV_2D,711,739328.0,0.04206032,-0.00033081757,0.17889088,0.0017692044,0.1434164,7,model_1/bnorm_57/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_57/Conv2D,36.571182,0.2932852275714986
102,LEAKY_RELU,715,739328.0,0.021371456,-0.0093351025,0.046618033,0.00054390496,0.07492696,-102,model_1/leaky_57/LeakyRelu,19.1063748,0.31126006029332237
103,ADD,719,739328.0,0.034963418,-0.0026666645,0.06859486,0.0012298204,0.1241373,-97,model_1/add_18/add,31.6550115,0.28250006441187525
104,CONV_2D,723,369664.0,0.03533769,0.00034565254,0.13281909,0.0012488965,0.11970953,-26,model_1/bnorm_59/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_59/Conv2D,30.525930149999997,0.29521233411354236
105,LEAKY_RELU,727,369664.0,0.022874264,-0.007214516,0.047050744,0.00057531707,0.07644757,-112,model_1/leaky_59/LeakyRelu,19.494130350000002,0.31375448653137455
106,CONV_2D,731,739328.0,0.060268912,-0.0001718914,0.20424682,0.003632419,0.20626287,-15,model_1/bnorm_60/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_60/Conv2D,52.59703184999999,0.2921977806469467
107,LEAKY_RELU,735,739328.0,0.03720783,-0.0065233586,0.06386592,0.0014272731,0.12396537,-109,model_1/leaky_60/LeakyRelu,31.61116935,0.30475662779207957
108,ADD,739,739328.0,0.04368454,0.00053250603,0.0799274,0.0019089095,0.15104067,-100,model_1/add_19/add,38.51537085,0.2892669165292282
109,PAD,743,778752.0,0.0,0.0,0.0,0.0,0.15104067,-100,model_1/zero_padding2d_5/Pad,38.51537085,0.0
110,CONV_2D,747,369664.0,0.039822396,-3.2780103e-05,0.13660593,0.0015858356,0.13644442,-9,model_1/bnorm_62/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_62/Conv2D,34.793327100000006,0.2918591423520959
111,LEAKY_RELU,751,369664.0,0.023440793,-0.010303587,0.049304128,0.0006556594,0.07922984,-108,model_1/leaky_62/LeakyRelu,20.2036092,0.32318438341576594
112,CONV_2D,755,184832.0,0.056745492,0.00027838236,0.22901133,0.0032201714,0.19441327,-25,model_1/bnorm_63/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_63/Conv2D,49.57538385,0.29188621785129226
113,LEAKY_RELU,759,184832.0,0.037805706,-0.0058776983,0.07582224,0.0014664696,0.124026544,-112,model_1/leaky_63/LeakyRelu,31.62676872,0.3087606097938819
114,CONV_2D,763,369664.0,0.055499434,0.00016040573,0.14948158,0.003080224,0.19211745,15,model_1/bnorm_64/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_64/Conv2D,48.98994975,0.2888845639231183
115,LEAKY_RELU,767,369664.0,0.027293399,-0.019553535,0.05683603,0.0011273889,0.09487318,-99,model_1/leaky_64/LeakyRelu,24.1926609,0.35391047708246665
116,ADD,771,369664.0,0.022905836,-0.008732018,0.045787916,0.00060382934,0.09160948,-102,model_1/add_20/add,23.3604174,0.26823576753344625
117,CONV_2D,775,184832.0,0.042098932,0.0002074961,0.1663993,0.0017723995,0.14286867,12,model_1/bnorm_66/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_66/Conv2D,36.43151085,0.2946753497231228
118,LEAKY_RELU,779,184832.0,0.020588001,-0.011073383,0.04507173,0.0005465551,0.07216262,-100,model_1/leaky_66/LeakyRelu,18.4014681,0.3239699156862162
119,CONV_2D,783,369664.0,0.04143553,3.6158253e-05,0.13439347,0.0017169177,0.14259279,-23,model_1/bnorm_67/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_67/Conv2D,36.36116145,0.2905876630736884
120,LEAKY_RELU,787,369664.0,0.027826792,-0.010137372,0.055830903,0.00087737275,0.0899067,-111,model_1/leaky_67/LeakyRelu,22.9262085,0.32945796651324816
121,ADD,791,369664.0,0.010836974,-0.0015511392,0.04795613,0.00012033871,0.092918746,-101,model_1/add_21/add,23.69428023,0.11805906401127361
122,CONV_2D,795,184832.0,0.03629851,-8.845649e-05,0.13218589,0.0013176354,0.12195379,51,model_1/bnorm_69/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_69/Conv2D,31.098216450000002,0.297647559178714
123,LEAKY_RELU,799,184832.0,0.014015623,-0.010830738,0.0337573,0.0003137554,0.045025427,-80,model_1/leaky_69/LeakyRelu,11.481483885,0.39340308785456835
124,CONV_2D,803,369664.0,0.04341526,0.00089767354,0.23056321,0.0018857296,0.14830315,-31,model_1/bnorm_70/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_70/Conv2D,37.81730325,0.2928123117954069
125,LEAKY_RELU,807,369664.0,0.03212686,-0.01105602,0.05883531,0.0011544172,0.097734764,-113,model_1/leaky_70/LeakyRelu,24.922364820000002,0.3476420688588601
126,ADD,811,369664.0,0.02465952,-0.012265173,0.050722513,0.0007603702,0.10016702,-102,model_1/add_22/add,25.542590099999998,0.27528832313703333
