,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
80,LEAKY_RELU,547,369664.0,0.10044057,-0.007903899,1.6746157,0.010247287,0.06306789,-103,model_1/leaky_44/LeakyRelu,16.08231195,1.60507802334746
81,CONV_2D,550,739328.0,0.16956526,-0.016517084,1.7924654,0.029463997,0.08258012,4,model_1/bnorm_45/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_45/Conv2D,21.057930600000002,2.078597119867724
82,LEAKY_RELU,553,739328.0,0.07997196,0.0032735204,1.6148102,0.0064857537,0.044072416,-103,model_1/leaky_45/LeakyRelu,11.23846608,1.8273147815831343
83,ADD,556,739328.0,0.1741407,0.040483594,2.2598372,0.032304674,0.09197473,-104,model_1/add_14/add,23.45355615,1.9541781802628988
84,CONV_2D,559,369664.0,0.2633749,-0.113630146,2.0543945,0.083143435,0.1093414,-19,model_1/bnorm_47/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_47/Conv2D,27.882057,2.637116713696656
85,LEAKY_RELU,562,369664.0,0.10867486,-0.019326854,1.5547683,0.012304401,0.06714386,-110,model_1/leaky_47/LeakyRelu,17.1216843,1.6520528389326936
86,CONV_2D,565,739328.0,0.212842,-0.025335891,1.8230611,0.04673443,0.09712798,-9,model_1/bnorm_48/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_48/Conv2D,24.7676349,2.2257383988834305
87,LEAKY_RELU,568,739328.0,0.09084364,-0.008154092,1.5496316,0.008426566,0.05634735,-107,model_1/leaky_48/LeakyRelu,14.36857425,1.629115280534594
88,ADD,571,739328.0,0.1978957,0.024985904,2.364013,0.04021783,0.09426605,-97,model_1/add_15/add,24.03784275,2.1274237714116713
89,CONV_2D,574,369664.0,0.24728268,-0.05102336,1.9521517,0.06462392,0.102346465,-11,model_1/bnorm_50/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_50/Conv2D,26.098348575,2.4838410606390044
90,LEAKY_RELU,577,369664.0,0.10220206,-0.0041984795,1.4895668,0.010574617,0.06003141,-108,model_1/leaky_50/LeakyRelu,15.30800955,1.7129858648902203
91,CONV_2D,580,739328.0,0.23127286,-0.034108188,2.2382812,0.055598743,0.09701385,-7,model_1/bnorm_51/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_51/Conv2D,24.73853175,2.4305174673745578
92,LEAKY_RELU,583,739328.0,0.09999099,-0.0032312886,1.9702929,0.010157333,0.055686455,-107,model_1/leaky_51/LeakyRelu,14.200046025,1.8098403803079415
93,ADD,586,739328.0,0.2238457,0.021978654,2.691798,0.051138345,0.10419669,-97,model_1/add_16/add,26.57015595,2.170298205736894
94,CONV_2D,589,369664.0,0.23006389,-0.053904094,1.713499,0.056583863,0.08864844,14,model_1/bnorm_53/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_53/Conv2D,22.6053522,2.683336877836167
95,LEAKY_RELU,592,369664.0,0.07874476,-0.008675892,1.370255,0.0063246284,0.04433545,-100,model_1/leaky_53/LeakyRelu,11.30553975,1.7937684705903687
96,CONV_2D,595,739328.0,0.2600854,-0.020816509,3.043664,0.06886692,0.24700323,9,model_1/bnorm_54/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_54/Conv2D,62.98582365,1.0624358030517413
97,LEAKY_RELU,598,739328.0,0.13309981,-0.0038354048,2.6302025,0.017892325,0.12762308,-101,model_1/leaky_54/LeakyRelu,32.5438854,1.0481034911997318
98,ADD,601,739328.0,0.259988,0.018230498,3.112527,0.06856453,0.12915799,-92,model_1/add_17/add,32.93528745,2.027348797968138
99,CONV_2D,604,369664.0,0.27599722,-0.031904254,1.9947689,0.078122586,0.09750746,2,model_1/bnorm_56/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_56/Conv2D,24.864402300000002,2.866490203515065
100,LEAKY_RELU,607,369664.0,0.1304908,0.007000463,1.7168632,0.017269755,0.052913994,-104,model_1/leaky_56/LeakyRelu,13.493068469999999,2.4835479220460206
101,CONV_2D,610,739328.0,0.29888597,-0.05451952,3.1663852,0.093805745,0.14213039,3,model_1/bnorm_57/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_57/Conv2D,36.24324945,2.1549032231856584
102,LEAKY_RELU,613,739328.0,0.13450886,-0.0026624461,2.652317,0.018382464,0.076482356,-104,model_1/leaky_57/LeakyRelu,19.50300078,1.7727218771966944
103,ADD,616,739328.0,0.2948964,1.9004196e-05,3.394587,0.08780971,0.12765524,-91,model_1/add_18/add,32.5520862,2.3213072348536277
104,CONV_2D,619,369664.0,0.23681752,-0.037412386,1.7944348,0.05814211,0.09103576,-1,model_1/bnorm_59/FusedBatchNormV3;model_1/conv_104/Conv2D;model_1/conv_59/Conv2D,23.214118799999998,2.6487036621746096
105,LEAKY_RELU,622,369664.0,0.08175197,0.00021764745,1.4828932,0.0067281835,0.05015613,-105,model_1/leaky_59/LeakyRelu,12.78981315,1.6354033929609697
106,CONV_2D,625,739328.0,0.34767652,-0.029695159,3.16604,0.12325844,0.17293079,-11,model_1/bnorm_60/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_60/Conv2D,44.09735145,2.030186838485615
107,LEAKY_RELU,628,739328.0,0.17839251,0.018288977,3.0584805,0.032594208,0.10140144,-108,model_1/leaky_60/LeakyRelu,25.8573672,1.7804348802112182
108,ADD,631,739328.0,0.34819967,0.011713513,3.8591747,0.12256907,0.13269418,-92,model_1/add_19/add,33.8370159,2.6383874373679923
109,PAD,634,778752.0,0.33928344,0.011120521,3.8591747,0.11636406,0.13269418,-92,model_1/zero_padding2d_5/Pad,33.8370159,2.5707364642179327
110,CONV_2D,637,369664.0,0.2777952,-0.091688156,2.316343,0.087394856,0.13410221,-7,model_1/bnorm_62/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_62/Conv2D,34.19606355,2.204484250737546
111,LEAKY_RELU,640,369664.0,0.0901506,-0.011759803,1.7359248,0.008339541,0.07672305,-107,model_1/leaky_62/LeakyRelu,19.564377750000002,1.1902692525720213
112,CONV_2D,643,184832.0,0.2638352,0.009814325,2.4731965,0.07056966,0.20446081,-28,model_1/bnorm_63/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_63/Conv2D,52.13750655,1.2992685783079618
113,LEAKY_RELU,646,184832.0,0.1484449,0.022943936,2.29078,0.022791954,0.13255747,-113,model_1/leaky_63/LeakyRelu,33.80215485,1.138902570983717
114,CONV_2D,649,369664.0,0.19801421,-0.025691904,2.338969,0.04039419,0.22868572,37,model_1/bnorm_64/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_64/Conv2D,58.3148586,0.8788614303838796
115,LEAKY_RELU,652,369664.0,0.10102146,-0.0010049194,1.5694091,0.010279969,0.09560499,-89,model_1/leaky_64/LeakyRelu,24.379272450000002,1.0605114018676771
116,ADD,655,369664.0,0.13642165,-0.02031135,1.8794171,0.019155376,0.08969857,-98,model_1/add_20/add,22.873135350000002,1.54297830997175
117,CONV_2D,658,184832.0,0.27107194,-0.046976343,1.9641801,0.07644715,0.15982112,-4,model_1/bnorm_66/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_66/Conv2D,40.754385600000006,1.7300015005716725
118,LEAKY_RELU,661,184832.0,0.107581206,0.006607515,1.5622711,0.011664308,0.08960326,-106,model_1/leaky_66/LeakyRelu,22.8488313,1.2053292024923288
119,CONV_2D,664,369664.0,0.29935667,-0.061979186,2.1846862,0.09391101,0.14187224,-24,model_1/bnorm_67/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_67/Conv2D,36.177421200000005,2.1600352069077142
120,LEAKY_RELU,667,369664.0,0.14120877,0.013528967,1.9284245,0.020210594,0.08976889,-112,model_1/leaky_67/LeakyRelu,22.891066950000003,1.5836663315340995
121,ADD,670,369664.0,0.19951001,-0.013911483,2.1142166,0.04017484,0.094073094,-98,model_1/add_21/add,23.98863897,2.130647721653722
122,CONV_2D,673,184832.0,0.33664453,-0.13101704,2.1393728,0.1311975,0.12276037,48,model_1/bnorm_69/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_69/Conv2D,31.303894349999997,2.9505609548412663
123,LEAKY_RELU,676,184832.0,0.12760253,-0.0035923568,1.7224723,0.016360203,0.04660428,-82,model_1/leaky_69/LeakyRelu,11.884091399999999,2.7445335319045965
124,CONV_2D,679,369664.0,0.3773243,-0.10672236,3.0599303,0.15463771,0.11640424,-5,model_1/bnorm_70/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_70/Conv2D,29.6830812,3.3782275952014524
125,LEAKY_RELU,682,369664.0,0.16346547,0.010366831,2.6357048,0.026952565,0.06592645,-106,model_1/leaky_70/LeakyRelu,16.81124475,2.490235158898061
126,ADD,685,369664.0,0.25560948,-0.010098009,2.7153354,0.06569812,0.0922837,-98,model_1/add_22/add,23.5323435,2.7774834022044192
127,CONV_2D,688,184832.0,0.32632196,-0.15416832,2.3138855,0.13105656,0.13036859,45,model_1/bnorm_72/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_72/Conv2D,33.24399045,2.7768755315266813
128,LEAKY_RELU,691,184832.0,0.09844588,-0.018017676,1.7855769,0.01005744,0.050747428,-84,model_1/leaky_72/LeakyRelu,12.94059414,1.9761945129718246
129,CONV_2D,694,369664.0,0.6240531,-0.26378813,5.54219,0.46304524,0.30870372,41,model_1/bnorm_73/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_73/Conv2D,78.7194486,2.2042956780087968
130,LEAKY_RELU,697,369664.0,0.24649231,-0.0058275224,4.1654415,0.06123502,0.12472935,-86,model_1/leaky_73/LeakyRelu,31.80598425,1.983952513136585
131,ADD,700,369664.0,0.35425922,-0.0181196,4.4481673,0.12648864,0.12873328,-96,model_1/add_23/add,32.8269864,2.762707627622027
132,CONV_2D,703,184832.0,0.46892202,-0.16646649,2.8730943,0.24868701,0.10349393,-13,model_1/bnorm_75/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_75/Conv2D,26.39095215,4.818497872438567
133,LEAKY_RELU,706,184832.0,0.25276297,0.014958442,2.628464,0.06456762,0.06138814,-109,model_1/leaky_75/LeakyRelu,15.6539757,4.139261978872239
134,CONV_2D,709,369664.0,0.40812686,-0.17526479,3.0557854,0.19935414,0.10961492,-17,model_1/bnorm_76/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_76/Conv2D,27.951804600000003,4.073267746404567
135,LEAKY_RELU,712,369664.0,0.21877076,-0.012870565,2.7988663,0.049471576,0.066659,-110,model_1/leaky_76/LeakyRelu,16.998044999999998,3.3367147309520337
136,CONV_2D,715,184832.0,0.27703425,-0.049927764,2.2852397,0.08136039,0.11641873,-16,model_1/bnorm_77/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_77/Conv2D,29.68677615,2.45009911564859
137,LEAKY_RELU,718,184832.0,0.16921504,0.0050810473,2.1399064,0.029684372,0.070432834,-110,model_1/leaky_77/LeakyRelu,17.960372669999998,2.446182017937428
138,CONV_2D,721,369664.0,0.32743973,-0.08213121,3.0394776,0.11937641,0.10738741,-18,model_1/bnorm_78/FusedBatchNormV3;model_1/conv_80/Conv2D;model_1/conv_78/Conv2D,27.38378955,3.217406160568478
139,LEAKY_RELU,724,369664.0,0.19717832,-0.011281907,2.8513079,0.043395933,0.065624066,-110,model_1/leaky_78/LeakyRelu,16.734136829999997,3.1743980206735074
140,CONV_2D,727,184832.0,0.25273502,-0.025016777,2.654643,0.07173467,0.10814526,-13,model_1/bnorm_79/FusedBatchNormV3;model_1/conv_92/Conv2D;model_1/conv_79/Conv2D,27.577041299999998,2.476606812907413
141,LEAKY_RELU,730,184832.0,0.15818018,-0.0052303625,2.373826,0.0266309,0.06408358,-109,model_1/leaky_79/LeakyRelu,16.341312900000002,2.5465145180097086
142,CONV_2D,733,369664.0,0.46106333,-0.03484373,4.2036133,0.22570872,0.099924974,-14,model_1/bnorm_80/FusedBatchNormV3;model_1/conv_80/Conv2D,25.48086837,4.754448253769957
143,LEAKY_RELU,736,369664.0,0.32419682,-0.013860431,3.830291,0.112507425,0.059659183,-109,model_1/leaky_80/LeakyRelu,15.213091664999999,5.622290620017915
144,CONV_2D,739,92055.0,1.1102115,0.09188472,8.692996,1.4954888,0.22815932,58,StatefulPartitionedCall:1,58.1806266,5.3598590446027465
