,0
367,68.75027116023618
368,68.66792143804638
369,68.76765205630574
370,68.28801195507089
371,68.56277986926918
372,68.54967386190732
373,68.695365756327
374,68.74816458825906
375,68.75304271365444
376,68.3339619250303
377,68.61817595071267
378,68.69769555290762
379,68.60096691921672
380,68.70167896147399
381,68.54387726061098
382,68.83848790812202
383,68.59910635764457
384,68.73961104708839
385,68.40818600007896
386,68.65658065768672
387,68.45866174802494
388,68.46071862426182
389,68.81163392359247
390,68.64857121502556
391,68.70471505051917
392,68.70716317998021
393,68.72147292068374
394,68.48722714235801
395,68.7940408715199
396,68.38135259171209
397,68.42499639238106
398,68.75911229598081
399,68.64516530625238
400,68.77623475390004
401,68.73099326747882
402,68.38195999390355
403,68.86462115700847
404,68.70670709849182
405,68.51900908220829
406,68.63125951081805
407,68.71002368305906
408,68.53834204844725
409,68.6573644584901
410,68.57756910417353
411,68.48315751586249
412,68.35996256112867
413,68.66199724755808
414,68.6974852935881
415,68.41234200052544
416,68.64821078742727
417,68.65270274591231
418,68.40550153992987
419,68.61627887580993
420,68.68196375629371
421,68.68699199744141
422,68.51911800397136
423,68.6062951842773
424,68.36663310643043
425,68.82352502045495
426,68.77523402700716
427,68.47102623285724
428,68.76747722335864
429,68.56711472209703
430,68.68484839218695
431,68.68581988473868
432,68.73232937540108
433,68.71255859170404
434,68.66264992818192
435,68.612373775486
436,68.66352336945653
437,68.54974502846986
438,68.78347951550043
439,68.64260957419272
440,68.76991521247935
441,68.76517957089644
442,68.79926230739977
443,68.65991841565622
444,68.62267010855497
445,68.67955615401492
446,68.74961802105553
447,68.55299076386176
448,68.77287038327759
449,68.4581467715218
450,68.7184728287348
451,68.38201218722523
452,68.73462727222461
453,68.63896187805317
454,68.75797774567502
455,68.66531810201184
456,68.7454881560702
457,68.71841814476055
458,68.76227848652749
459,68.75527112452995
460,68.74939710975447
461,68.39158009481324
462,68.61205484091948
463,68.71843604806105
464,68.54354401531596
465,68.884984362088
466,68.56178098570447
467,68.62889575265949
468,68.95335266498012
469,68.62816417871029
470,68.54816945050442
471,68.56451595098258
472,68.55034556537241
473,68.99227278672433
474,68.57520805975985
475,68.7352173498266
476,68.56910247605424
477,68.54858961928005
478,68.63155935933592
479,68.42967141500245
480,68.45741870976647
481,68.27436435559305
482,68.63309345296376
483,68.49892221565244
484,68.6159800605819
485,68.66393478486987
486,68.57886541905367
487,68.50306218599307
488,68.64791400743346
489,68.7266777692501
490,68.68797633681929
491,68.67840148438361
492,68.6232964090095
493,68.70058072100822
494,68.56219974380619
495,68.76898220777153
496,68.37060029508761
497,68.15396241901605
498,68.7004549403864
499,68.61297811826297
500,68.96848834324958
501,68.77178145513687
502,68.75650877387442
503,68.47206705708976
504,68.73771600208423
505,68.45741859999983
506,68.5540612340148
507,68.72888024831713
508,68.76018389183784
509,68.70806434187143
510,68.67275658589158
511,68.67487204233593
512,68.40382708955508
513,68.7088109282001
514,68.22978736070958
515,68.77958316863263
516,68.3180216453703
517,68.60792894663528
518,68.62532966580311
519,68.39185785785914
520,68.62543833581046
521,68.7639795754529
522,68.27939727992505
523,68.81931135256455
524,68.5681815989716
525,68.68904336388263
526,68.51428128575522
527,68.81493089425196
528,68.11678891735252
529,68.58278562593168
530,68.48515969690105
531,68.51761694422913
532,68.66253529280289
533,68.62896715258354
534,68.34114940769565
535,68.61962075620409
536,68.59120044875637
537,68.72761263099125
538,68.70547427349479
539,68.64009142646049
540,68.61808142913033
541,68.40931482845704
542,68.60261466433394
543,68.67310410155784
544,68.78671128690874
545,68.73991424803594
546,68.61821558076123
547,68.72131104482847
548,68.54214101403454
549,68.83203498056253
550,68.73428388029292
551,68.73998624643082
552,68.59090946036773
553,68.72040967365758
554,68.62268869535706
555,68.43389710022117
556,68.67393858157722
557,68.76648324451901
558,68.49248619411837
559,68.59255753295639
560,68.41939648131655
561,68.50481783452057
562,68.50366978757198
563,68.73278605269888
564,68.3084020706909
565,68.7508880750914
566,68.8083108513763
567,68.30265820228267
568,68.58988867966704
569,68.76125772362
570,68.77666187528733
571,68.53369322576131
572,68.69742876491658
573,68.72678706958453
574,68.50029536086993
575,68.43013738847054
576,68.6726475385782
577,68.73876403878782
578,68.71029824652281
579,68.73234640018218
580,68.49488563907144
581,68.66364749342115
582,68.62308988419696
583,68.75473262281874
584,68.68148239633298
585,68.54572179343027
586,68.70714440565078
587,68.6986057886877
588,68.78138482401467
589,68.78216889154551
590,68.68920312201962
591,68.72777229956559
592,68.77212222842067
593,68.59801170554515
594,68.31676047498053
595,68.52549150779387
596,68.73128569800795
597,68.8264884928455
598,68.75446433282796
599,68.61420876481871
600,68.82352496886845
601,68.71004001767773
602,68.3075451952842
603,68.70215409270725
604,68.53962963196501
605,68.63161249825286
606,68.50332403680032
607,68.78124169253029
608,68.84159449260456
609,68.76160023020313
610,68.6091140961058
611,68.58771048380761
612,68.80510819552718
613,68.80861233324937
614,68.52121897642274
615,68.74662953705402
616,68.60667384324655
617,68.48932995860847
618,68.77545521038428
619,68.68867791988214
620,68.42557061572153
621,68.62981200704907
622,68.64119352613085
623,68.78489099808661
624,68.82459159434025
625,68.67442209505306
626,68.56864819941447
627,68.76975773889365
628,68.78455329990474
629,68.35162869708255
630,68.6793160191781
631,68.75502798767401
632,68.73042083377983
633,68.73986712484655
634,68.63194256863487
635,68.55457552848927
636,68.5559010781841
637,68.6206651165499
638,68.63569523113618
639,68.82005514033723
640,68.68889460237956
641,68.51962611106207
642,68.49164626452554
643,68.65350275842847
644,68.56234550628905
645,68.74457657376459
646,68.23424498073383
647,68.39513500644951
648,68.46914946577998
649,68.54107950965489
650,68.58983307694977
651,68.47892311153096
652,68.45013731262145
653,68.5935851380806
654,68.84860764513911
655,68.55244819091075
656,68.39710356734457
657,68.23470547010162
658,68.6268992499326
659,68.44911075912037
660,68.5068617552667
661,68.67769935209293
662,68.709101994293
663,68.72996219491458
664,68.75169260268108
665,68.51483345778131
666,68.61014759612429
667,68.71664295140882
668,68.7862745076311
669,68.57321912020247
670,68.71012918302843
671,68.65653791867837
672,68.65626218193144
673,68.57971347908249
674,68.75154042470436
675,68.7584650710106
676,68.74526257150268
677,68.68626877927119
678,68.40266451692611
679,68.74241264861091
680,68.54938201619491
681,68.2854474191092
682,68.70792897714112
683,68.80206901044834
684,68.61958298690276
685,68.6377504959525
686,68.74066528574063
687,68.45872753996555
688,68.70195761545729
689,68.80522416303984
690,68.66730997857553
691,68.53786992756827
692,68.57032273990345
693,68.74584820400494
694,68.37518747888667
695,68.78517761464258
696,68.50260584463933
697,68.76596100100579
698,68.55460352817929
699,68.67302021442325
700,68.79935898126742
701,68.81312338387102
702,68.56347082216764
703,68.43399102459668
704,68.51440509908598
705,68.36630406460613
706,68.76404998154982
707,68.60125242914759
708,68.7248482502338
709,68.48946558122998
710,68.56479164618504
711,68.80041192207072
712,68.76154342702152
713,68.74161475936096
714,68.7184418024057
715,68.8167884207164
716,68.65426653898086
717,68.6986840207634
718,68.5746886738713
719,68.60419738649061
720,68.40488373169096
721,68.58207223039791
722,68.44233724010782
723,68.26662261514443
724,68.68490991684648
725,68.31127341198389
726,68.7023738400007
727,68.72775668617238
728,68.51510229636602
729,68.6827601370715
730,68.60434739553368
731,68.80122212246404
732,68.72487867453334
733,68.73742245075117
734,68.85106870914458
735,68.67374827333607
736,68.69035549534301
737,68.7678302497579
738,68.58458640287095
739,68.68955626030052
740,68.30959770375404
741,68.555502810337
742,68.66083435092204
743,68.65790818127134
744,68.80959717168614
745,68.75798851371108
746,68.83373418092418
747,68.58127012709632
748,68.76730295311668
749,68.74015441314685
750,68.22753344783862
751,68.73585642741583
752,68.61151699262004
753,68.74542388472416
754,68.69479477176735
755,68.64511481470213
756,68.22825303932245
757,68.62769731310907
758,68.59836938750388
759,68.85155331109861
760,68.72988316326155
761,68.58127957457489
762,68.60521886691211
763,68.66695739197878
764,68.73308702526096
